Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Old Part #
V-00574,"GUIDE RAIL,30X42 #CE-805-2DK.BZ",EA,541.0,270.5,,,,14-11437-12 30X42
V-00575,"GUIDE RAIL,36X36 #CE-805-3CLR",EA,468.0,234.0,,,,14-11437-11 36X36
V-00576,"GUIDE RAIL,36X36 #CE-805-3DK.BZ",EA,541.0,270.5,,,,14-11437-12 36X36
V-00577,"GUIDE RAIL,36X42 #CE-805-4CLR",EA,468.0,234.0,,,,14-11437-11 36X42
V-00578,"GUIDE RAIL,36X42 #CE-805-4DK.BZ",EA,468.0,234.0,,,,14-11437-12 36X42
V-00579,"GUIDE RAIL,30X48 #CE-805-5CLR",EA,982.0,491.0,,,,
V-00580,"GUIDE RAIL,30X48 #CE-805-5DK.BZ",EA,1132.0,566.0,,,,
V-00581,"GUIDE RAIL,36X48 #CE-805-6CLR",EA,982.0,491.0,,,,14-11437-11 36X48
V-00582,"GUIDE RAIL,36X48 #CE-805-6DK.BZ",EA,1132.0,566.0,,,,14-11437-12 36X48
V-00583,"GUIDE RAIL,30X36 #CE-806-2CLR",EA,820.0,410.0,,,,
V-00584,"GUIDE RAIL,30X36 #CE-806-2DK.BZ",EA,944.0,472.0,,,,
V-00585,"GUIDE RAIL,36X30 #CE-806-3CLR",EA,820.0,410.0,,,,14-11437-21 36X30
V-00586,"GUIDE RAIL,36X30 #CE-806-3DK.BZ",EA,944.0,472.0,,,,
V-00587,"GUIDE RAIL,36X36 #CE-806-4CLR",EA,820.0,410.0,,,,
V-00588,"GUIDE RAIL,36X36 #CE-806-4DK.BZ",EA,944.0,472.0,,,,
V-00589,"GUIDE RAIL,43X42 #CE-810-H-605-2CLR",EA,2037.0,1018.5,,,,
V-00590,"GUIDE RAIL,43X42 #CE-810-H-605-2DK.BZ",EA,2352.0,1176.0,,,,
V-00591,"GUIDE RAIL,43X48 #CE-810-H-605-3CLR",EA,2134.0,1067.0,,,,
V-00592,"GUIDE RAIL,43X48 #CE-810-H-605-3DK.BZ",EA,2463.0,1231.5,,,,
V-00593,"GUIDE RAIL,49X36 #CE-810-H-605-4CLR",EA,2086.0,1043.0,,,,
V-00594,"GUIDE RAIL,49X36 #CE-810-H-605-4DK.BZ",EA,2400.0,1200.0,,,,
V-00595,"GUIDE RAIL,49X42 #CE-810-H-605-5CLR",EA,2086.0,1043.0,,,,
V-00596,"GUIDE RAIL,49X42 #CE-810-H-605-5DK.BZ",EA,2400.0,1200.0,,,,
V-00597,"GUIDE RAIL,49X48 #CE-810-H-605-6CLR",EA,2181.0,1090.5,,,,
V-00598,"GUIDE RAIL,49X48 #CE-810-H-605-6DK.BZ",EA,2510.0,1255.0,,,,
V-00599,"GUIDE RAIL,37X36 #CE-810-H-605-7CLR",EA,2013.0,1006.5,,,,
V-00600,"GUIDE RAIL,37X36 #CE-810-H-605-7DK.BZ",EA,2316.0,1158.0,,,,
V-00601,"GUIDE RAIL,37X42 #CE-810-H-605-8CLR",EA,1452.0,726.0,,,,
V-00602,"GUIDE RAIL,37X42 #CE-810-H-605-8DK.BZ",EA,2316.0,1158.0,,,,
V-00603,"GUIDE RAIL,43X42 #CE-810-H-615-2CLR",EA,2037.0,1018.5,,,,
V-00604,"GUIDE RAIL,43X42 #CE-810-H-615-2DK.BZ",EA,2352.0,1176.0,,,,
V-00605,"GUIDE RAIL,43X48 #CE-810-H-615-3CLR",EA,2134.0,1067.0,,,,
V-00606,"GUIDE RAIL,43X48 #CE-810-H-615-3DK.BZ",EA,2463.0,1231.5,,,,
V-00607,"GUIDE RAIL,49X36 #CE-810-H-615-4CLR",EA,2086.0,1043.0,,,,
V-00608,"GUIDE RAIL,49X36 #CE-810-H-615-4DK.BZ",EA,2400.0,1200.0,,,,
V-00609,"GUIDE RAIL,49X42 #CE-810-H-615-5CLR",EA,2086.0,1043.0,,,,
V-00610,"GUIDE RAIL,49X42 #CE-810-H-615-5DK.BZ",EA,2400.0,1200.0,,,,
V-00611,"GUIDE RAIL,49X48 #CE-810-H-615-6CLR",EA,2181.0,1090.5,,,,
V-00612,"GUIDE RAIL,49X48 #CE-810-H-615-6DK.BZ",EA,2510.0,1255.0,,,,
V-00613,"GUIDE RAIL,37X36 #CE-810-H-615-7CLR",EA,2013.0,1006.5,,,,
V-00614,"GUIDE RAIL,37X36 #CE-810-H-615-7DK.BZ",EA,2316.0,1158.0,,,,
V-00615,"GUIDE RAIL,37X42 #CE-810-H-615-8CLR",EA,2013.0,1006.5,,,,
V-00616,"GUIDE RAIL,37X42 #CE-810-H-615-8DK.BZ",EA,2316.0,1158.0,,,,
V-00617,"BLOCK,TERMINAL,8 MM,4 POSITION",EA,24.0,12.0,,,,
V-00618,"GUIDE RAIL,43X36 #CE-810-H-615-1CLR",EA,2037.0,1018.5,,,,
V-00619,"GUIDE RAIL,43X36 #CE-810-H-615-1DK.BZ",EA,2352.0,1176.0,,,,
V-00622,BOLLARD POST;6SQUARE;WIRED;CLEAR,EA,955.0,477.5,,,,
V-00623,BOLLARD POST;6SQUARE;WIRED;DK.BZ.,EA,955.0,477.5,,,,
V-00624,BOLLARD POST;6SQUARE;RADIO;CLEAR,EA,988.0,494.0,,,,14-11436-11
V-00625,BOLLARD POST;6SQUARE;RADIO;DK.BZ.,EA,988.0,494.0,,,,14-11436-12
V-00626,FUSE 250 V FAST 2AG 1/2AMP AXIAL LEAD,EA,8.2,4.1,,,,
V-00628,"BLOCK,SLIDE,GT20",EA,43.0,21.5,,,,
V-00629,"BOLT,TRACK,38 MM,GT20",EA,55.0,27.5,,,,
V-00630,"ENDCAPS,TRACK,INSWING,GT20",EA,6.4,3.2,,,,
V-00631,"SHCS,M8 X 70,LOW PROFILE,GT20",EA,23.0,11.5,,,,
V-00632,"SHCS,M8 X 90,LOW PROFILE,GT20",EA,36.0,18.0,,,,
V-00633,"SHCS,M8 X 120,LOW PROFILE,GT20",EA,64.0,32.0,,,,
V-00635,"HINGE,CONTINUOUS,HVY DUTY,DK.BZ. 83",EA,412.0,206.0,,,,24-12873-02
V-00636,"CABLE,ENCODER,GT20",EA,23.0,11.5,,,,
V-00637,"CABLE,SWITCH,GT20",EA,4.76,2.38,,,,
V-00638,"COVER,SERVICE/CABLE GUIDE,GT20",EA,2.03,1.02,,,,
V-00639,"PLUNGER,SPRING,5/8-11,ZINC",EA,31.0,15.5,,,,14-3469-01
V-00640,"PAINT,SPRAY,12 OZ..NBW",EA,118.0,59.0,,,,14-1942-09
V-00643,"SWITCH,SNAP ACTION,ITW #16-304",EA,6.2,3.1,,,,
V-00645,"PLUG,2 POS,BLACK,MOLEX #39-01-3026",EA,6.2,3.1,,,,
V-00647,"SWITCH,WALL,6RD;BLANK;S-FSM",EA,194.0,97.0,,,,
V-00652,FUSE;5 AMP.,EA,2.48,1.24,,,,14-11862
V-00654,RESISTOR;1K OHM;1/4W;CF;5%,EA,1.47,0.74,,,,
V-00657,"GUIDE RAIL,43X48 #CE-810-H-605-3-318 CL",EA,1274.0,637.0,,,,
V-00658,GUIDE RAIL;RADIO RCVR #CE-605-NA-SM,EA,133.0,66.5,,,,
V-00659,"SWITCH,WALL;6RD; #CE-605-JJ-MNA-MC",EA,412.0,206.0,,,,
V-00660,"PIN GUIDE WASHER,BESAM",EA,18.0,9.0,,,,B-122108
V-00661,"SWITCH,WALL,(2)-1-3/4RT-PTO-HC-ARROWS",EA,300.0,150.0,,,,
V-00662,"PAINT,SPRAY,LT BRONZE;16OZ.",EA,75.0,37.5,,,,14-1942-03
V-00663,"END CAP,POWER ONLY,GT20",EA,90.0,45.0,,,,
V-00664,"RING,STOP,GT20",EA,118.0,59.0,,,,
V-00665,"CLIP,CABLE,T & B #FRPV-1000-8",EA,6.2,3.1,,,,
V-00666,"PAINT,SPRAY,TOUCH-UP",EA,152.0,76.0,,,,14-9639-03
V-00668,TRANSISTOR;2N3417,EA,1.47,0.74,,,,14-1780
V-00670,BOTTOM GUIDE;STANLEY;D/G FBO-NS,EA,791.0,395.5,,,,
V-00671,CAPACITOR;17.5 GE 97F9601BX,EA,60.0,30.0,,,,14-11718
V-00674,"PLUG,3 POS,DINKLE #5ESDV-03P",EA,6.2,3.1,,,,
V-00677,"BUSHING, ELECTRICAL, .438 HOLE",EA,1.47,0.74,,,,14-9243-02
V-00678,CAPACITOR;220 UF;50V,EA,1.47,0.74,,,,
V-00679,DOOR PRESSURE GAUGE,EA,136.0,68.0,,,,14-13315
V-00682,"SPLIT LOOM,FLEXIBLE CONDUIT",IN,1.47,0.74,,,,14-9958
V-00684,"RESISTOR;30K OHM,1/4W,CF",EA,1.47,0.74,,,,
V-00685,RESISTOR;180K OHM;1/4W;CF,EA,1.47,0.74,,,,
V-00688,RESISTOR;10K OHM;1/4W;CF,EA,1.47,0.74,,,,
V-00689,RESISTOR;5.1K OHM;1/4W;CF,EA,1.47,0.74,,,,
V-00690,RESISTOR;33K OHM;1/4W;CF,EA,1.47,0.74,,,,
V-00698,ROLLER;DOR-O-MATIC,EA,97.0,48.5,,,,D-8011
V-00699,"SWITCH,WALL,6RD;PTO-S-FSM-RC",EA,194.0,97.0,,,,14-10433-131
V-00700,PIVOT ;DOR-O-MATIC,EA,115.0,57.5,,,,D-9136
V-00701,ROLLER;BESAM,EA,51.0,25.5,,,,B-8040AR
V-00702,ROLLER;BESAM;ECCENTRIC,EA,146.0,73.0,,,,B-8040
V-00703,ROLLER;HORTON;DW4KX,EA,76.0,38.0,,,,H-DW4K
V-00704,ROLLER;STANLEY;S-300SWB,EA,60.0,30.0,,,,S-3005WB
V-00705,BOTTOM GUIDE;HORTON,EA,86.0,43.0,,,,H-C02852-2
V-00712,"FUSE,8 AMP,GLH 8",EA,8.2,4.1,,,,14-1460
V-00713,"FUSE,2 AMP,5X20MM,250V,FAST ACTING",EA,6.4,3.2,,,,
V-00714,"HINGE,CONTINUOUS,HVY DUTY,CLEAR, 95""",EA,397.0,198.5,,,,24-12873-11
V-00715,"HINGE,CONTINUOUS HVY DUTY,DK.BZ. 95",EA,397.0,198.5,,,,24-12873-12
V-00716,"HINGE,CONTINUOUS,HVY DUTY,CLEAR,120",EA,617.0,308.5,,,,24-12873-21
V-00717,"HINGE,CONTINUOUS HVY DUTY,DK.BZ. 120",EA,617.0,308.5,,,,24-12873-22
V-00719,"PLUG,HOLE,3/4",EA,1.47,0.74,,,,
V-00720,"PLUG,HOLE,13/16 DOME",EA,1.47,0.74,,,,14-9511-04
V-00721,"PLUG,HOLE,1-1/2",EA,433.0,216.5,,,,14-3441
V-00722,"PLUG,HOLE,17/32""",EA,1.47,0.74,,,,14-9511-05
V-00723,"PAINT,SPRAY,204;16OZ.",EA,62.0,31.0,,,,
V-00724,"PAINT,SPRAY,313:16 OZ",EA,42.0,21.0,,,,14-1942-02
V-00725,"PAINT,SPRAY,BLACK;16OZ.",EA,62.0,31.0,,,,14-1942-04
V-00726,"PAINT,SPRAY,313 TOP COAT;16OZ.",EA,42.0,21.0,,,,
V-00727,"PAINT,SPRAY,312;16OZ.",EA,62.0,31.0,,,,14-1942-06
V-00728,"PAINT,SPRAY,311;16OZ.",EA,68.0,34.0,,,,
V-00729,"PAINT,SPRAY,POLISHED CLEAR;16OZ.",EA,43.0,21.5,,,,
V-00730,"SWITCH,ROCKER-ON OFF",EA,12.6,6.3,,,,14-9258-02
V-00731,"SWITCH,ROCKER-ON OFF",EA,14.5,7.25,,,,14-9258-01
V-00741,"SENSOR,ACUSENSOR M",EA,445.0,222.5,,,,
V-00742,"SPACER, ANGLED - ACUSENSOR M",EA,31.0,15.5,,,,
V-00743,"COVER,ACUSENSOR M - SILVER",EA,31.0,15.5,,,,
V-00744,"COVER,ACUSENSOR M - BLACK",EA,33.0,16.5,,,,
V-00745,"SENSOR, OPTEX X-ZONE T",EA,529.0,264.5,,,,
V-00746,"SENSOR,OPTEX I-ONEX T",EA,529.0,264.5,,,,
V-00747,"MOUNT,LEVELING,SWIVEL,1.25""L,1/4-20",EA,34.0,17.0,,,,14-14303
V-00748,ELECTRO MAGNET,EA,166.0,83.0,,,,14-14302
V-00749,"BUSHING,OILITE,.375 IDX.500 ODX.438 LG",EA,6.2,3.1,,,,14-8431-11
V-00752,"FUSE,2 AMP,5X20MM,250V,SLOW REACTION",EA,6.4,3.2,,,,
V-00753,"TERMINAL BLOCK - 7P, DINKLE EC350V-07P",EA,6.3,3.15,,,,
V-00754,"TERMINAL BLOCK - 3P, DINKLE EC350V-03P",EA,32.0,16.0,,,,
V-00769,"RESISTOR,150 OHM, 12 WATT",EA,10.6,5.3,,,,
V-00778,MOTOR AND COUPLING SUB ASSY. RD RB,EA,526.0,263.0,,,,22-0575-R
V-00784,OPERATOR GT710 LH RD RB,EA,1451.0,725.5,,,,22-10311-02-R
V-00790,GT 500 OPERATOR LH RD RB,EA,961.0,480.5,,,,11-1391-R
V-00792,GT500 LH MAGNUM CTRL W/CLUTCH RD RB,EA,1144.0,572.0,,,,41-8987-09-R
V-00796,SWINGMASTER 350 LH RD RB,EA,1000.0,500.0,,,,NR30-10-104L
V-00797,SWINGMASTER 350 RH RD RB,EA,1000.0,500.0,,,,NR30-10-104R
V-00798,SWINGMASTER 400 RH RD RB,EA,1000.0,500.0,,,,NR30-10-106R
V-00799,SWINGMASTER 400 LH RD RB,EA,1000.0,500.0,,,,NR30-10-107R
V-00800,STANLEY MAGIC ACCESS LHO RB,EA,1072.0,536.0,,,,NR110379LO
V-00801,STANLEY MAGIC ACCESS RHO RB,EA,1072.0,536.0,,,,NR110378RO
V-00802,STANELY DURAGLIDE MOTOR/GEARBOX RD RB,EA,1450.0,725.0,,,,NR313443
V-00803,STANELY MAGIC FORCE OPERATOR RD RB,EA,1864.0,932.0,,,,
V-00804,SWINGMASTER CONTROL SINGLE RD RB,EA,510.0,255.0,,,,
V-00805,SWINGMASTER CONTROL DUAL RD RB,EA,876.0,438.0,,,,
V-00806,BESAM C SERIES CONTROL RD RB,EA,1156.0,578.0,,,,
V-00807,BESAM AMD II MOTOR/GEARBOX RD RB,EA,1712.0,856.0,,,,549712
V-00809,STANLEY MAGIC SWING MOTOR RD RB,EA,731.0,365.5,,,,R541542
V-00810,GEARBOX DURAGLIDE REBUILT RD RB,EA,731.0,365.5,,,,313034
V-00811,HORTON 7100 OPERATOR RHI RD RB,EA,849.0,424.5,,,,
V-00812,HORTON 7100 OPERATOR RHO RD RB,EA,849.0,424.5,,,,RC7100RO14
V-00813,HORTON 7100 OPERATOR LHO RD RB,EA,849.0,424.5,,,,RC7100LO14
V-00815,STANLEY BOTTOM GUIDE FBO RD RB,EA,223.0,111.5,,,,
V-00816,STANLEY MAGIC ACCESS MOTOR RD RB,EA,280.0,140.0,,,,
V-00817,HORTON 4100 LO OPERATOR 14 TH RD RB,EA,970.0,485.0,,,,RC4100L14
V-00818,HORTON S2003 MOTOR/GEARBOX RD RB,EA,1659.0,829.5,,,,RC5600-1ï¿½ï¿½
V-00819,DOM A/SW COMP OPERATOR RH RD RB,EA,1315.0,657.5,,,,R81002-401
V-00820,DOM A/SW COMP OPERATOR LH RD RB,EA,1315.0,657.5,,,,R81002-402
V-00821,DOM A/SW NON COMP OPERATOR LH RD RB,EA,889.0,444.5,,,,R81001-402
V-00822,DOM A/SW NON COMP OPERATOR RH RD RB,EA,889.0,444.5,,,,R81001-401
V-00823,STANLEY MOTOR (TELESCOPIC) RD RB,EA,788.0,394.0,,,,
V-00825,KM 3000 LHO SMSQ RD RB,EA,1049.0,524.5,,,,
V-00826,KM 3000 RHO SMSQ RD RB,EA,1049.0,524.5,,,,
V-00827,SWINGMASTER 405 OPERATOR LH RD RB,EA,1000.0,500.0,,,,R30-10-108L
V-00828,SWINGMASTER 405 OPERATOR RH RD RB,EA,1000.0,500.0,,,,R30-10-108R
V-00829,BESAM POWERSWING OPERATOR RD RB,EA,1655.0,827.5,,,,173721R
V-00830,SWINGMASTER 900 OHC RD RB,EA,1401.0,700.5,,,,US05-0583-12R
V-00831,SWINGMASTER 900 SM SPRING #2 RD RB,EA,1401.0,700.5,,,,US05-0583-22R
V-00832,SWINGMASTER 900 SM SPRING #1 RD RB,EA,1401.0,700.5,,,,US05-0583-21R
V-00833,SW100 OPERATOR RD RB,EA,1966.0,983.0,,,,R1003498
V-00834,HUNTER LHO OPERATOR OPEN SIDES RD RB,EA,1423.0,711.5,,,,HA/FA-8 LH
V-00835,HUNTER RHO OPERATOR OPEN SIDES RD RB,EA,1423.0,711.5,,,,HA/FA-8 RH
V-00836,SWINGMASTER 300 OPERATOR LH RD RB,EA,1000.0,500.0,,,,30-10-002
V-00837,SWINGMASTER 300 OPERATOR RH RD RB,EA,1000.0,500.0,,,,30-10-001
V-00838,HUNTER OPERATOR RH FULL CASE RD RB,EA,1606.0,803.0,,,,HA/FA-8 RH
V-00839,HUNTER OPERATOR LH FULL CASE RD RB,EA,1606.0,803.0,,,,HA/FA-8 LH
V-00840,HUNTER OPERATOR LOW PRO LH,EA,1423.0,711.5,,,,RW7-115L
V-00842,BESAM MOTOR SW200I RD RB,EA,944.0,472.0,,,,1007315
V-00843,UNISLIDE MOTOR/GEAR BOX RD RB,EA,1859.0,929.5,,,,550476R
V-00844,HORTON 4100 RO OPERATOR 14 TH RD RB,EA,970.0,485.0,,,,RC4100R14
V-00845,CLOSE SPEED MODULE RD RB,EA,125.0,62.5,,,,
V-00847,GT RH 500 OPERATOR NO CLUTCH/MOTOR RD RB,EA,661.0,330.5,,,,24-10920-02-R
V-00848,SM MP OPERATOR OHC RD RB,EA,1195.0,597.5,,,,3010100092
V-00849,HORTON 7100 LHO 48T RD RB,EA,915.0,457.5,,,,RC7100LO48
V-00850,HORTON 7100 RHO 48T RD RB,EA,915.0,457.5,,,,RC7100RO48
V-00851,HORTON HD MOTOR/GEARBOX RD RB,EA,2633.0,1316.5,,,,
V-00855,DOM MID SWING LH RD RB,EA,1315.0,657.5,,,,83800402
V-00856,DOM MID SWING RH RD RB,EA,1315.0,657.5,,,,83800401
V-00857,STAN DURAGLIDE TELESCOPIC RD RB,EA,1695.0,847.5,,,,
V-00858,BESAM SM MOTOR ETIK RD RB,EA,503.0,251.5,,,,
V-00859,MOTOR (LINEAR DRIVE) RD RB,EA,810.0,405.0,,,,
V-00862,GYROTECH TELESCOPIC GEARBOX RD RB,EA,1755.0,877.5,,,,
V-00863,RECORD 5100 MOTOR/GEARBOX RB,EA,907.0,453.5,,,,
V-00865,SW 200 OPERATOR RHO RB,EA,1662.0,831.0,,,,1007291RH
V-00866,SW 200 OPERATOR LHO RB,EA,1662.0,831.0,,,,
V-00867,BESAM MOTOR/GEARBOX SL500 RB,EA,1874.0,937.0,,,,
V-00868,STANLEY MAGIC SWING OHC LH W/REV RB,EA,1188.0,594.0,,,,
V-00869,STANLEY MAGIC SWING OHC RH W/REV RB,EA,1188.0,594.0,,,,
V-00870,"COVER, RAIN - OPTEX RH-IXT",EA,97.0,48.5,,,,
V-00891,"TERMINAL BLK-7P, DINKLE EC350V-07P 8-14",EA,6.3,3.15,,,,
V-00896,"SWITCH, BUTTON - EMERGENCY STOP",EA,204.0,102.0,,,,
V-00897,"ISOLATOR,RUBBER,DS150/VS150",EA,10.2,5.1,,,,
V-00900,"""CONTROLLER, OPUS - REBUILD""",EA,442.0,221.0,,,,M-01546
V-00901,"MODULE,BLUETOOTH,UG-A12 (w/o USB DONGLE)",EA,294.0,147.0,,,,
V-00902,"ADAPTER,BLUETOOTH,USB",EA,62.0,31.0,,,,
V-00904,"CABLE,BLUETOOTH MODULE,500mm",EA,234.0,117.0,,,,
V-00905,"CABLE,OPUS TO BLUETOOTH MODULE,1000mm",EA,33.0,16.5,,,,
V-00912,"COVER,RAIN,ACUZONE T SENSOR",EA,251.0,125.5,,,,
V-00914,"OPERATOR,VS-150",EA,964.0,482.0,,,,
V-00915,"PULLEY,IDLER,VS-150",EA,18.0,9.0,,,,
V-00916,"CLIP,BELT,""S8M"" PROFILE",EA,3.32,1.66,,,,
V-00917,"BELT,TIMING,S8M X 12mm WIDE",IN,0.45,0.23,,,,
V-00918,"CABLE,ADAPTER,U30,100mm",EA,71.0,35.5,,,,
V-00920,"CASE,NET-HT KIT",EA,68.0,34.0,,,,
V-00949,"TOUCHLESS SWITCH,BEA #10MS11S,STAINLESS",EA,588.0,294.0,,,,
V-00950,"TOUCHLESS SWITCH,BEA #10MS11D,STAINLESS",EA,643.0,321.5,,,,
V-00954,"""TOUCHLESS SWITCH,HOTRON CLEARWAVE""",EA,432.0,216.0,,,,
V-00960,"OPERATOR,SWING,NH",EA,739.0,369.5,,,,
V-00963,"LOCTITE,THREADLOCKER,242,.06FLOZ CAPSULE",EA,5.8,2.9,,,,
V-00964,"FILTER,FERRITE,310OHM@100MHZ,6.6MM ID",EA,5.2,2.6,,,,
V-00968,"RELAY,ISOLATION,12VDC/24VDC",EA,41.0,20.5,,,,
V-00979,"PACKING,THREE-SIDED JAMB,NAX",EA,50.0,25.0,,,,
V-00988-10,"HANGER,DOOR,NAX,LEAD",EA,666.0,333.0,,,,
V-00988-20,"HANGER,DOOR,NAX,TRAIL",EA,666.0,333.0,,,,
V-00998,"SENSOR,BEA,ULTIMO",EA,601.0,300.5,,,,
V-00999,"COVER,SENSOR,BEA,ULTIMO",EA,136.0,68.0,,,,
V-01001,"PULLEY, TIMING VS-150",EA,13.6,6.8,,,,
V-01006-10,"ARM,DOOR CLOSER,LCN,ADJUSTABLE,AL,RH",EA,196.0,98.0,,,,
V-01006-20,"ARM,DOOR CLOSER,LCN,ADJUSTABLE,AL,LH",EA,196.0,98.0,,,,
V-01012-10,"RECEIVER,SPRING MECH.,NAX,OPUS/VS-150,RH",EA,333.0,166.5,,,,
V-01012-20,"RECEIVER,SPRING MECH.,NAX,OPUS/VS-150,LH",EA,333.0,166.5,,,,
V-01016,"SENSOR,ACUSENSOR C",EA,433.0,216.5,,,,
V-60766,"GLASS STOP W/ VINYL, TOP, BEVELED, 204",IN,1.84,0.92,,,,
V-60767,"GLASS STOP W/ VINYL, BASE, BEVELED, 204",IN,1.84,0.92,,,,
V-70014,"COVER,MS LOCK,W/ CUTOUT,313",EA,8.2,4.1,,,,24-0565-12
V-70017,"EXIT INDICATOR,STANDARD,313",EA,147.0,73.5,,,,12-1400-04
V-70018,"EXIT INDICATOR,INVERTED,313",EA,147.0,73.5,,,,12-1400-02
V-70069,"LOCK,PANIC,ADAMS-RITE G86,313",EA,788.0,394.0,,,,24-14072-02
V-70071,"ESCUTCHEON, ADAMS-RITE #8651, 313 FINISH",EA,51.0,25.5,,,,14-14073-02
V-70088,"PUSHBAR,ADAMS RITE 8600,30 IN,313",EA,849.0,424.5,,,,24-3603-02
V-70096,"COVER,MS LOCK,W/O CUTOUT,313",EA,10.3,5.15,,,,24-0565-22
V-70113,"FLUSHBOLT,5/8"" THROW,1/8"" OFFSET,313",EA,76.0,38.0,,,,24-5504-02
V-70116,"CYLINDER,LOCK,THUMBTURN,313",EA,65.0,32.5,,,,22-0090-02
V-70123,"CYLINDER,LOCK,KEYED,313",EA,71.0,35.5,,,,22-4495-02
V-70131,"TUBING, PE - THREADED ROD COVER, 313",EA,3.23,1.62,,,,14-8897-02
V-70165,"HOUSING,SFIC,7 PIN, A/R CAM,DARK BRONZE",EA,139.0,69.5,,,,14-11541-42
V-70166,"SECURITY COLLAR,LOCK,313",EA,47.0,23.5,,,,14-11541-52
V-70177,"DOOR PULL,RECESSED,313,ADAMS RITE",EA,125.0,62.5,,,,14-3437-02
V-70180,"HANDLE,LOCK,ADAMS-RITE 4550,RH,313",EA,411.0,205.5,,,,14-10587-12
V-70185,"CYLINDER,LOCK,DUMMY,313",EA,12.0,6.0,,,,14-11739-12
V-70186,"RING,CYLINDER,.157 TALL,313",EA,4.42,2.21,,,,
V-70196,"STRIKE,ARMORED,ADAMS-RITE 4002,313",EA,281.0,140.5,,,,24-10602-02
V-70199,"EXIT DEVICE,ADAMS-RITE F86,313",EA,1362.0,681.0,,,,14-11901-02
V-70201,"ESCUTCHEON,ADAMS-RITE #8650,313",EA,113.0,56.5,,,,14-3604-02
V-70203,"ESCUTCHEON,CYLINDER,313",EA,41.0,20.5,,,,14-5759-02
V-70222,"HANDLE,LOCK,ADAMS-RITE 4550,LH,313",EA,411.0,205.5,,,,14-10587-22
V-70235,"LOCK,PANIC,PADDLE,JACKSON,LH,313",EA,816.0,408.0,,,,14-5758-02
V-70239,"LOCK,PANIC,PADDLE,JACKSON,RH,313",EA,757.0,378.5,,,,14-5757-02
V-70250,"PUSHBAR,ADAMS RITE 8600,48 IN,313",EA,843.0,421.5,,,,24-3603-48-02
V-70254,"PUSHBAR,ADAMS RITE 8600,42 IN,313",EA,843.0,421.5,,,,24-3603-42-02
V-70353,"BOLLARD,6 SQR X 42 TALL,36 PREP.313",EA,817.0,408.5,,,,14-14331-02
V-70382,"PUSHBAR,ADAMS RITE 8600,36 IN,313",EA,766.0,383.0,,,,24-3603-36-02
V-80116,"""CYLINDER,LOCK,THUMBTURN,BLK""",EA,65.0,32.5,,,,
V-00526,Noise Filter for 120 VAC Power Circuit helps to prevent interference with other sensitive electrical systems.,EA,,,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
A-01043,"Card Reader Harness Assy. inables activation of GT1175 with U30 control with software revisions A to C ir ny rocker switch position except ""OFF"" U3O controls rev D and higher do not require this harness.",EA,,,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00073,"Decal, Front side - ""Do not Enter"", back side - Arrow with adhesive Diameter = 6.0""",EA,6.7,3.35,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00072,"Decal, Front side - Arrow, back side - ""Do not Enter"" with adhesive Diameter = 6.0""",EA,6.7,3.35,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00146,"Decal, Front side - Arrow, back side - white bar on red background with adhesive Canadian Diameter = 6.0""",EA,18.0,9.0,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00079,"Decal, Front side - white bar on red background, back side - Arrow with adhesive Canadian Diameter = 6.0""",EA,18.0,9.0,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00075,"Two sided decal with wording on both sides. Diameter = 6.5""",EA,6.7,3.35,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
14-9842,"Decal, Handicap Logo, Round, Double Sided",EA,,,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00137,"Decal, Handicap Logo, Square, Double Sided",EA,6.0,3.0,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
14-8701,"Decal, ""AUTOMATIC DOOR"". ""PUSH DOOR TO OPERATE"", Single Sided",EA,,,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00081,"Decal, Combination ""CAUTION AUTOMATIC DOOR/ACTIVATE SWITCH TO OPERATE"" Double Sided",EA,9.7,4.85,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00148,"Decal, ""PUSH TO OPERATE"", Single Sided",EA,12.6,6.3,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00149,"Decal, ""PULL TO OPERATE"", Single Sided",EA,12.6,6.3,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00064,"Decal, Swing Door Safety Information Sticker",EA,7.6,3.8,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00065,"Decal, Sliding Door Safety Information Sticker",EA,7.6,3.8,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
C-00158,"Decal, Folding Door Safety Information Sticker",EA,7.6,3.8,Modules & Decals,,OCR-derived; net = 50% of list (NABCO standard),
