Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,A&M Part #
C09683.0004,CASTINGBRKT QTR PNT INDICATOR,EA,19.1,13.37,,,,
C09688.0000,SETTING BLC SB575 NEOPREM,EA,1.4,0.98,,,,
C09689.0000,BKT-SW MTG-9000,EA,54.0,37.8,,,,
C09689.0007,BRACKETSWITCH-QTR.PT-GRAND (AL. SHEET .125),EA,18.8,13.16,,,,
C09689.0008,BRACKETSWITCH-QTR.PT AUTO/SEC REVOLVERS (AL. SHEET .125),EA,54.0,37.8,,,,
C09690.0000,BKT-SW MT-PROXIMITY-9000,EA,31.8,22.26,,,,
C09698.0000,SUPPORT-GEAR DRIVE-9300,EA,535.0,374.5,,,,
C09698.0004,SUPPORT-GEAR DRIVE-S9300,EA,473.0,331.1,,,,
C09700.0050,BUTTON HEAD SNAP,EA,3.3,2.31,,,,
C09701.0000,SPRINGSHAFT EXTENSION .85OD 3.5L .062WIRE PN06813067,EA,34.9,24.43,,,,
C09702.0000,DOWEL PIN 1/4X2 1/2 RC60 HARDNESS STEEL MFG PN 06024251,EA,9.6,6.72,,,,
C09703.0000,SPEED CONTROL OVERHEAD (SET TO 10 RPM),EA,8237.0,5765.9,,,,
C09703.00KT,ACC FOR ALTERNATE SPEED CONTROL,EA,405.0,283.5,,,,
C09710.0002,KITCEILING LIGHT-STANDARD,EA,777.0,543.9,,,,
C09710.0005,ASSYCEILING LIGHT-STANDARD,EA,718.0,502.6,,,,
C09713.0004,BULBFLUORESCENT 13W 2 PIN GRAINGER # 6V712,EA,38.6,27.02,,,,
C09714.0001,FIXTURE RETAINING BKT,EA,74.8,52.36,,,,
C09722.0001,KEY STUB SHAFT 9600,EA,4.6,3.22,,,,
C09723.0000,ADP- SHAFT/COUPLER-9000,EA,163.0,114.1,,,,
C09725.0006,ASSYSHAFT GEAR DRIVE 9300,EA,357.0,249.9,,,,
C09726.0001,ARM UPPER NONBREAKOUT,EA,408.0,285.6,,,,
C09727.0000,ARM-LWR-NOT B/O-9000,EA,395.0,276.5,,,,
C09731.001A,BRKT-BALL CATCH-3W - 9000,EA,107.0,74.9,,,,
C09732.0000,PIVOT TOP POST,EA,61.9,43.33,,,,
C09732.0001,PIVOT TOP POST,EA,49.3,34.51,,,,
C09733.0000,PIVOT BOTTOM POST,EA,51.9,36.33,,,,
C09735.0000,PIVOT-BOTTOM-DOOR-9000 3W,EA,112.0,78.4,,,,
C09735.0001,PIVOT BOT DOOR ASSY 900-3W,EA,150.0,105.0,,,,
C09736.0001,BKT MTG FOR W/S RETAINER,EA,31.8,22.26,,,,
C09737.001A,RETAINER STRIKE RAIL W/S-CLR,EA,30.2,21.14,,,,
C09744.0005,PIVOT TOP DR PORTION MED MACH,EA,90.9,63.63,,,,
C09744.0007,ASSYPIVOT-TOP DOOR 310 ELEGANT SO PANEL,EA,111.0,77.7,,,,
C09746.0000,SHIM-BOT PIVOT-MED STILE-9000,EA,93.4,65.38,,,,
C09752.0001,SWITCH MOUNTING PLATE FOR 9150,EA,147.0,102.9,,,,
C09753.0001,ACCYENTRY GUARD W/ WIRE AURO GRAND REVOLVERS,EA,827.0,578.9,,,,
C09753.0002,ACCYENTRY GUARD CROP SEG USES C01703.0001,EA,1850.0,1295.0,,,,
C09753.0003,"ASSEMBLY, SENSOR BIRCHER SPOTSCAN FOR AUTOMATIC REVOLVING DOORS",EA,1624.0,1136.8,,,,
C09760.0000,BUSHING 35566 FB610-4 BUNTING BEARING FFB610-4,EA,9.6,6.72,,,,
C09762.0001,BLOCK-BALL CATCH-9000,EA,359.0,251.3,,,,
C09766.001A,BRKT-BALL CATCH-9000,EA,113.0,79.1,,,,
C09775.0000,WEATHERSTRIP BOTTOM1.65 LONG .09 THICK36 WIDE X .1THICK T,LF,14.3,10.01,,,,
C09777.0001,CATCH - BALL - 4W BOOKFOLD REVOLVERS,,371.0,259.7,,,,
C09778.001A,HOOK - BALLCATCH - 4W - 9300,,424.0,296.8,,,,
C09780.0002,SPACERBTTM-ANSI BKFLD ARM,,769.0,538.3,,,,
C09783.0000,PIVOT UPPER BKFLD,,33.3,23.31,,,,
C09784.0000,PIVOT LONG BKFOLD,,14.3,10.01,,,,
C09784.0001,PIVOTBOOKFOLD BOTTOM,,58.8,41.16,,,,
C09786.003A,FILLER BOTTOM BKFLD REVOLVER,,30.2,21.14,,,,
C09786.003B,FILLER BOTTOM BKFLD REVOLVER,,27.0,18.9,,,,
C09789.004A,FILLER TOP BKFLD REVOLVER,,36.6,25.62,,,,
C09789.004B,FILLER TOP BKFLD REVOLVER,,36.6,25.62,,,,
C09790.0000,REVOLVER MAT AS SPECIFIED SPECIAL ORDER ONLY,,2088.0,1461.6,,,,
C09793.0000,RFN 7012-IN 1.5,,490.0,343.0,,,,
C09794.000A,SPIDER TOP 4W MAG BO,,2900.0,2030.0,,,,
C09794.000B,SPIDER TOP 4W MAG BO,,2900.0,2030.0,,,,
C09794.000Q,SPIDER TOP 4W MAG B/O,,3057.0,2139.9,,,,
C09794.001A,SPIDERTOP 4W MAG B/O (ANSI),,2753.0,1927.1,,,,
C09794.001B,SPIDERTOP 4W MAG B/O (ANSI),,2753.0,1927.1,,,,
C09796.0000,BOLT 3/8-16X2 1/2 SCS SS,,6.4,4.48,,,,
C09796.000A,SCS3/8-16X2.5GR8 PL,,6.4,4.48,,,,
C09797.000C,"SPIDER, BOTTOM 4W FIXED BLACK",,614.0,429.8,,,,
C09798.0003,PINSPRING 5/32 DIA X 7/8 PL,,1.7,1.19,,,,
C09855.0000,MEMORY EEPROM 2732A-35 M2732A2F1,,413.0,289.1,,,,
C09872.0001,SPACER WALDON 60605,,1.7,1.19,,,,
C09879.0000,CAM SWITCH,,72.8,50.96,,,,
C09881.0000,BRUSH ASSY 2 RING 1 3/4 H,,871.0,609.7,,,,
C09883.0000,COLLECTOR RING-9600 GRAND,,8983.0,6288.1,,,,
C09883.0001,ASSYCOIL.RING W/CONNS-GRAND,,10963.0,7674.1,,,,
C09885.0000,"SWITCH, ROCKER SPDT 6A 2-POSITION",,47.2,33.04,,,,
C09889.0004,MAG LOCK MINI SHEAR LOCK ROFU PN 8035-0,,2545.0,1781.5,,,,
C09889.0006,PLATESTRIKE MAG LOCK PART OF C09889.0004,,177.0,123.9,,,,
C09889.0007,ASSY MAGLOCK,,2457.0,1719.9,,,,
C09891.0000,COLLECTOR RING ASSY,,413.0,289.1,,,,
C09896.0000,MOUNT-BRUSH ASSY-9000,,36.6,25.62,,,,
C09898.0000,FLANGE-COUPLING DODGE 010605 PX-90TL2517 FLANGE ASSY,,1760.0,1232.0,,,,
C09900.0004,"BUSHING2"" TAPERED BORE 2012 PART OF C09900.0000 CPLG ASSY",,149.0,104.3,,,,
C09910.0000,BRAKE WARNER EM 100 20 90V WARNER P/N 5370-169-041,,5034.0,3523.8,,,,
C09910.0001,NO LONGER IN USE ELECTRIC BRAKE 90VDC 34LB-FT DODGE #028-920,,5547.0,3882.9,,,,
C09923.0002,MOTOR DRIVE BD CARSON ED1272,,763.0,534.1,,,,
C09937.0000,SCREW #4-40 X 1/2 FHMS,,1.7,1.19,,,,
C09948.0000,CIR BRK ETA 45-700-IG1-P10-DD,,96.5,67.55,,,,
C09950.0000,MICRO PROCESSOR CARD,,2635.0,1844.5,,,,
C09951.0001,ASSY-1 WAY INPUT CARD S9100 CARSON ED1274,,5356.0,3749.2,,,,
C09953.0001,OUTPUT CARD CARSON ED1276,,540.0,378.0,,,,
C09954.0001,MISC FUNCTION CARD CARSON ED1277,,953.0,667.1,,,,
C09957.0000,SCREW-SPINDLE FOR 74003 DORMA,,31.8,22.26,,,,
C09979.0001,CK W/ ENGINEERING BEFORE ORDER CARSON P/N ED1345,,740.0,518.0,,,,
C09980.0000,SPEAKER REVOLVER SB-200(ALTEX) - 1 PAIR,,200.0,140.0,,,,
C09981.0000,PROXIMITY SENSOR0 P F # NBN-4-12GM40-Z0,,519.0,363.3,,,,
C09981.0001,ASSYPROX SW QTR PT-AUTO RELVR,,521.0,364.7,,,,
C09982.0000,LED BICOLOR L57EGW CMD5491A,,44.4,31.08,,,,
C09991.0004,BLOCKMTNG-PROX SENSOR AUTO/SEC REVOLVERS,,10.4,7.28,,,,
C09992.0003,SWITCH ASSYPROXIMITY QUARTER POINT,,172.0,120.4,,,,
C09995.0006,9200 CARDREADER MOUNT-SEG,,167.0,116.9,,,,
C09996.0000,ENDCAP FOR S9000 CARDREADER MOUNT SEGMENTED DOOR,EA,22.3,15.61,,,,
C09996.001C,ENDCAP MNT ANGLE-ROUND,EA,111.0,77.7,,,,
C09997.0002,CARD READER MOUNT SEGMENTED,EA,675.0,472.5,,,,
C09997.0004,CARD READER STATUS SEG,EA,599.0,419.3,,,,
C09997.0005,CARD READER STATUS RND,EA,614.0,429.8,,,,
C10011.0000,STRIKE AND STOP FBO ICU (ST. SHEET .109),EA,17.2,12.04,,,,
C10015.0000,BOTTOM GUIDE SX PIVOT RAIL FULL BREAKOUT,EA,81.6,57.12,,,,
C10037.0000,UPS TRIPPLITE INTERNET350U,EA,566.0,396.2,,,,
C10038.0000,KIT; BATTERY BACKUP,EA,957.0,669.9,,,,
C10038.0001,"BBU INSTALL KIT (2001, 2003, 4000) WITHOUT RETAIL PKG",EA,413.0,289.1,,,,
C10041.0000,BRACKETBBU MOUNT (GL. SHEET .0635),EA,57.2,40.04,,,,
C10042.0000,ASSEMBLY;POWER CORD,EA,108.0,75.6,,,,
C10043.0000,"TERMINAL STRIP - SHEATHED 5/16"" 20A, 12-22AWG - 3/COND",EA,9.6,6.72,,,,
C10057.000P,SHROUD; STAINLESS STEEL 2001/2003 HEADER COVER 6X6X45,LF,321.0,224.7,,,,
C10057.001P,SHROUD; STAINLESS STEEL 2001/2003 HEADER COVER 4X4X45,LF,143.0,100.1,,,,
C10072.0000,MAGNET 7/8OD 1/8 THK#8 CS KJ MAGNETICS PN RE22CS-P,EA,44.4,31.08,,,,
C10089.0000,PICKIT 3 ELECTRONIC MICROCHIP PROGRAMMER,EA,426.0,298.2,,,,
C10089.00PR,PROGRAMMER.PICKIT 3.C5190.CONTROL LATEST VERSION,EA,125.0,87.5,,,,
C10089.00SC,PROGRAMMER.PICKIT 3.C5191.CONTROL LATEST VERSION,EA,125.0,87.5,,,,
C10097.000A,"SEAL, STC PERIMETER, 96"" MINIMUM LENGTH",LF,195.0,136.5,,,,
C10097.000B,"SEAL, STC PERIMETER",LF,195.0,136.5,,,,
C10098.0000,TAPE DOUBLE SIDED CIRCLE,EA,1.8,1.26,,,,
C10109.001A,"SEAL, PEMKO 314_N REPLACEMENT RUBBER ONLY CLR",LF,23.8,16.66,,,,
C10109.001B,"SEAL, PEMKO 314_N REPLACEMENT RUBBER BRZ",LF,23.8,16.66,,,,
C10165.0000,BOTTOM GUIDE PIN 310T UHMW,EA,23.8,16.66,,,,C10165
C10165.0001,"PIN, PIVOT PLATE 310T ICU MODIFIED",EA,76.1,53.27,,,,
C10182.000A,ALUM EXTRUSION ALUM JAMB FILLER 1/2 IN CHRIST ORTHO - CLEAR 288 IN,LF,11.2,7.84,,,,
C10183.000A,ALUM EXTRUSION JAMB 4 X 1 3/4 ALM 1/2 IN GLASS CLEAR CHRIST ORTHO - C,LF,77.9,54.53,,,,
C10218.0000,BUMPER; SX PANEL DOOR STOP,EA,4.4,3.08,,,,
C10227.0000,ICU MAX STROKE BREAKOUT PIVOT PLATE ASSEMBLY,EA,92.1,64.47,,,,
C10233.0000,SX-PANEL PIVOT ASSEMBLY,EA,92.1,64.47,,,,
C10462.0006,FB CONSTANT LATCH W/O LEVER OR FACEPLATE,EA,308.0,215.6,,,,
C10462.0007,FB CONSTANT LATCH W/O LEVER W/FACEPLATE & SCREWS,EA,271.0,189.7,,,,
C10462.0008,"ASSEMBLY; CONSTANT LATCH SO PANEL, ICU TELE MAX",EA,399.0,279.3,,,,
C10552.0000,SHIM; JACK SCREW,EA,15.9,11.13,,,,
C10693.0000,ELECTRIC STRIKE PC BOARD MOUNTING ASSEMBLY,EA,573.0,401.1,,,,
C10865.AM0A,ANTIMICROBIAL LEVER HANDLE SO BREAKOUT,EA,436.0,305.2,,,,
C10866.AM0A,ANTIMICROBIAL LEVER HANDLE HOUSING SO BREAKOUT,EA,125.0,87.5,,,,
C10890.0000,"CABLE, CAT 5, 6FT ELECTRIC STRIKE ICU",EA,434.0,303.8,,,,
C10892.0000,ELECTRIC STRIKE JAMB ASSEMBLY ICU SX-SX-SO,EA,1108.0,775.6,,,,
C11001.00FR,DECAL TO ACTIVATE-PUSH/PULL (FRENCH),EA,19.1,13.37,,,,
C12079.0000,HEX HEAD NYLON BOLT: 1/4-20 X 1/2,EA,1.5,1.05,,,,
C12158.0000,NAMEPLATE HORTON,EA,4.8,3.36,,,,
C12170.0000,"SHEET, BULLET RESISTANT KEVLAR 4 X 8 X 1/2""",SF,105.0,73.5,,,,
C12945.0000,SHEET ALUM .25X4'X4' MILL,SF,167.0,116.9,,,,
C14039.LHA,"ASSYS4 HEADER LH 39"" CLR",EA,432.0,302.4,,,,
C14039.LHB,"ASSYS4 HEADER LH 39"" BRZ",EA,432.0,302.4,,,,
C14039.RHA,"ASSYS4 HEADER RH 39"" CLR",EA,432.0,302.4,,,,
C14039.RHB,"ASSYS4 HEADER RH 39"" BRZ",EA,432.0,302.4,,,,
C14051.LHA,"ASSYS4 HEADER LH 51"" CLR",EA,547.0,382.9,,,,
C14051.LHB,"ASSYS4 HEADER LH 51"" BRZ",EA,547.0,382.9,,,,
C14051.RHA,"ASSYS4 HEADER RH 51"" CLR",EA,547.0,382.9,,,,
C14051.RHB,"ASSYS4 HEADER RH 51"" BRZ",EA,547.0,382.9,,,,
C14075.LHRHA,"ASSYS4 HEADER LH-RH 75"" CLR",,893.0,625.1,,,,
C14075.LHRHB,"ASSYS4 HEADER LH-RH 75"" BRZ",,893.0,625.1,,,,
C14091.LHRHA,"ASSYS4 HEADER LH-RH 91"" CLR",,1014.0,709.8,,,,
C14095.LHRHA,"ASSYS4 HEADER LH-RH 95"" CLR",,1039.0,727.3,,,,
C14099.LHRHA,"ASSYS4 HEADER LH-RH 99"" CLR",,1073.0,751.1,,,,
C14099.LHRHB,"ASSYS4 HEADER LH-RH 99"" BRZ",,1073.0,751.1,,,,
C14139.1LHA,"ASSY;S4 HDR/OPR LH 39"" CLR W/ C5190",,3210.0,2247.0,,,,
C14139.1LHB,"ASSY;S4 HDR/OPR LH 39"" BNZ W/ C5190",,3210.0,2247.0,,,,
C14139.1LHRA,"ASSY;S4 HDR/OPR LHR 39"" CLR W/ C5190",,3210.0,2247.0,,,,
C14139.1LHRB,"ASSY;S4 HDR/OPR LHR 39"" BNZ W/ C5190",,3210.0,2247.0,,,,
C14139.1RHA,"ASSY;S4 HDR/OPR RH 39"" CLR W/ C5190",,3210.0,2247.0,,,,
C14139.1RHB,"ASSY;S4 HDR/OPR RH 39"" BNZ W/ C5190",,3210.0,2247.0,,,,
C14139.1RHRA,"ASSY;S4 HDR/OPR RHR 39"" CLR W/ C5190",,3210.0,2247.0,,,,
C14139.1RHRB,"ASSY;S4 HDR/OPR RHR 39"" BNZ W/ C5190",,3210.0,2247.0,,,,
C14139.LHA,"ASSYS4 HDR/OPR LH 39"" CLR",,3210.0,2247.0,,,,
C14139.LHB,"ASSYS4 HDR/OPR LH 39"" BRZ",,3210.0,2247.0,,,,
C14139.LHRA,"ASSYS4 HDR/OPR LHR 39"" CLR",,3210.0,2247.0,,,,
C14139.LHRB,"ASSYS4 HDR/OPR LHR 39"" BRZ",,3210.0,2247.0,,,,
C14139.RHA,"ASSYS4 HDR/OPR RH 39"" CLR",,3210.0,2247.0,,,,
C14139.RHB,"ASSYS4 HDR/OPR RH 39"" BRZ",,3210.0,2247.0,,,,
C14139.RHRA,"ASSYS4 HDR/OPR RHR 39"" CLR",,3210.0,2247.0,,,,
C14139.RHRB,"ASSYS4 HDR/OPR RHR 39"" BRZ",,3210.0,2247.0,,,,
C14151.1LHA,"ASSY;S4 HDR/OPR LH 51"" CLR W/C5190",,3282.0,2297.4,,,,
C14151.1LHB,"ASSY;S4 HDR/OPR LH 51"" BNZ W/C5190",,3282.0,2297.4,,,,
C14151.1LHRA,"ASSY;S4 HDR/OPR LHR 51"" CLR W/C5190",,3282.0,2297.4,,,,
C14151.1LHRB,"ASSY;S4 HDR/OPR LHR 51"" BNZ W/C5190",,3282.0,2297.4,,,,
C14151.1RHA,"ASSY;S4 HDR/OPR RH 51"" CLR W/C5190",,3282.0,2297.4,,,,
C14151.1RHB,"ASSY;S4 HDR/OPR RH 51"" BNZ W/C5190",,3282.0,2297.4,,,,
C14151.1RHRA,"ASSY;S4 HDR/OPR RHR 51"" CLR W/C5190",,3282.0,2297.4,,,,
C14151.1RHRB,"ASSY;S4 HDR/OPR RHR 51"" BRZ W/C5190",,3282.0,2297.4,,,,
C14151.LHA,"ASSYS4 HDR/OPR LH 51"" CLR",,3282.0,2297.4,,,,
C14151.LHB,"ASSYS4 HDR/OPR LH 51"" BRZ",,3282.0,2297.4,,,,
C14151.LHRA,"ASSYS4 HDR/OPR LHR 51"" CLR",,3282.0,2297.4,,,,
C14151.LHRB,"ASSYS4 HDR/OPR LHR 51"" BRZ",,3282.0,2297.4,,,,
C14151.RHA,"ASSYS4 HDR/OPR RH 51"" CLR",,3282.0,2297.4,,,,
C14151.RHB,"ASSYS4 HDR/OPR RH 51"" BRZ",,3282.0,2297.4,,,,
C14151.RHRA,"ASSYS4 HDR/OPR RHR 51"" CLR",,3282.0,2297.4,,,,
C14151.RHRB,"ASSYS4 HDR/OPR RHR 51"" BRZ",,3282.0,2297.4,,,,
C14175.1LHRRHRA,"ASSY;S4 HDR/OPR LHR-RHR 75""CLR W/C5190",,6649.0,4654.3,,,,
C14175.1LHRRHRB,"ASSY;S4 HDR/OPR LHR-RHR 75""BNZ W/C5190",,6649.0,4654.3,,,,
C14175.LHRRHRA,"ASSYS4 HDR/OPR LHR-RHR 75""CLR",,6649.0,4654.3,,,,
C14175.LHRRHRB,"ASSYS4 HDR/OPR LHR-RHR 75""BRZ",,6649.0,4654.3,,,,
C14187.LHRRHRA,"ASSYS4 HDR/OPR LHR-RHR 87""CLR",,6649.0,4654.3,,,,
C14187.LHRRHRB,"ASSYS4 HDR/OPR LHR-RHR 87""BRZ",,6649.0,4654.3,,,,
C14191.1LHRRHA,"ASSY;S4 HDR/OPR LHR-RH 91""CLR W/C5190",,6693.0,4685.1,,,,
C14191.1LHRRHB,"ASSY;S4 HDR/OPR LHR-RH 91""BNZ W/C5190",,6693.0,4685.1,,,,
C14191.LHRRHA,"ASSYS4 HDR/OPR LHR-RH 91""CLR",,6693.0,4685.1,,,,
C14191.LHRRHB,"ASSYS4 HDR/OPR LHR-RH 91""BRZ",,6693.0,4685.1,,,,
C14191.LHRRHRA,"ASSYS4 HDR/OPR LHR-RHR 91""CLR",,6693.0,4685.1,,,,
C14191.LHRRHRB,"ASSYS4 HDR/OPR LHR-RHR 91""BRZ",,6693.0,4685.1,,,,
C14195.1LHRRHA,"ASSY;S4 HDR/OPR LHR-RH 95""CLR W/C5190",,6693.0,4685.1,,,,
C14195.1LHRRHB,"ASSY;S4 HDR/OPR LHR-RH 95""BNZ W/C5190",,6693.0,4685.1,,,,
C14195.1LHRRHRA,"ASSY;S4 HDR/OPR LHR-RHR 95""CLR W/C5190",,6693.0,4685.1,,,,
C14195.1LHRRHRB,"ASSY;S4 HDR/OPR LHR-RHR 95""BNZ W/C5190",EA,6693.0,4685.1,,,,
C14195.LHRRHA,"ASSYS4 HDR/OPR LHR-RH 95""CLR",EA,6693.0,4685.1,,,,
C14195.LHRRHB,"ASSYS4 HDR/OPR LHR-RH 95""BRZ",EA,6693.0,4685.1,,,,
C14195.LHRRHRA,"ASSYS4 HDR/OPR LHR-RHR 95""CLR",EA,6693.0,4685.1,,,,
C14195.LHRRHRB,"ASSYS4 HDR/OPR LHR-RHR 95""BRZ",EA,6693.0,4685.1,,,,
C14199.1LHRRHRA,"ASSY;S4 HDR/OPR LHR-RHR 99""CLR W/C5190",EA,6693.0,4685.1,,,,
C14199.1LHRRHRB,"ASSY;S4 HDR/OPR LHR-RHR 99""BNZ W/C5190",EA,6693.0,4685.1,,,,
C14199.LHRRHRA,"ASSYS4 HDR/OPR LHR-RHR 99""CLR",EA,6693.0,4685.1,,,,
C14199.LHRRHRB,"ASSYS4 HDR/OPR LHR-RHR 99""BRZ",EA,6693.0,4685.1,,,,
C14202.001A,"EXTRUSION, FRAME FOR DOORS 204R1 - CLEAR ANODIZE 288 IN",LF,14.9,10.43,,,,
C14216.0002,RETRACTOR: NK (MODEL #PS-04A) FLEX BARN,EA,233.0,163.1,,,,
C14219.0000,CL100 LEVER ONLY - CL100B5050 FOR BARN DOORSN DOORS,EA,970.0,679.0,,,,
C14221.0000,CL100 LEVER – KEY/TURN - CL100A7010 FOR BARN DOORS,EA,1375.0,962.5,,,,
C14222.0000,CL100 LEVER – KEY ONE SIDE - CL100A7004 FOR BARN DOORS,EA,1142.0,799.4,,,,
C14223.0000,CL100 ADA LEVER – TURN/KEY - CL100A7050 FOR BARN DOORS,EA,1334.0,933.8,,,,
C14233.0000,"PLATE, MOUNTING M6/M8 BY CAVITY SLIDERS USED ON BARN DOORS",EA,23.8,16.66,,,,
C14234.0000,"PLATE, MOUNTING W/STOP M6/M8 BY CAVITY SLIDERS USED ON BARN DOORS",EA,53.1,37.17,,,,
C14235.0000,"STOP, TRACK BY CAVTIY SLIDERS USED ON BARN DOORS",EA,29.7,20.79,,,,
C14236.0000,"ACTIVATOR, SOFSTOP BY CAVITY SLIDERS USED ON BARN DOORS",EA,14.9,10.43,,,,
C14242.0000,"KIT, SOFSTOP SINGLE ACTION(176-264LB) WITH 1 STOP BY CAVITY SLIDERS USE",EA,719.0,503.3,,,,
C14243.0000,"KIT, SOFSTOP TWIN DOUBLE A",E A,579.0,405.3,,,,
C14246.0000,"KIT, SOFSTOP DOUBLE ACTION W/JOCKEY WHEEL(0-176LB) BY CAVITY SLIDERS",EA,335.0,234.5,,,,
C14249.0002,BRACKET; NK RETRACTOR FLEX BARN,EA,18.4,12.88,,,,
C14255.0000,ACCY'S FRAME FOR SINGLE PACKAGE BARN DOORS,EA,265.0,185.5,,,,
C14256.0000,"KIT, BOTTOM DOOR GUIDE WITH BRACKET AND GUIDE PIN BARN DOORS",EA,31.8,22.26,,,,
C14271.0000,"FLEXBARN DOOR HANDLE 16"" O.A ROCKWOOD P/N RM3301 US32D CTC 14""",EA,1005.0,703.5,,,,
C14272.36LH,"FLEXBARN, PLANET SN DROP SEAL SN-RD-A-914.4LH (36"" LENGTH) LEFT HAND",EA,495.0,346.5,,,,
C14272.36RH,"FLEXBARN, PLANET SN DROP SEAL SN-RD-A-914.4RH (36"" LENGTH) RIGHT HAN",EA,495.0,346.5,,,,
C14272.42LH,"FLEXBARN, PLANET SN DROP SEAL SN-RD-A-1066.8LH (42"" LENGTH) LEFT HAN",EA,495.0,346.5,,,,
C14272.42RH,"FLEXBARN, PLANET SN DROP SEAL SN-RD-A-1066.8RH (42"" LENGTH) RIGHT HA",EA,495.0,346.5,,,,
C14272.48LH,"FLEXBARN, PLANET SN DROP SEAL SN-RD-A-1219.2LH (48"" LENGTH) LEFT HAN",EA,495.0,346.5,,,,
C14272.48RH,"FLEXBARN, PLANET SN DROP SEAL SN-RD-A-1219.2RH (48"" LENGTH) RIGHT HA",EA,495.0,346.5,,,,
C15280.BBUB,ASSEMBLIES / KITS.REMOTE BATTERY BACKUP.DARK BRONZE ANODIZE,EA,1388.0,971.6,,,,
C16110.0000,"EXTRU, ACRYLIC IR LENS FLAT, SEL LIGHT CURTAIN 8 FT.",LF,8.0,5.6,,,,
C16163.0000,"DECAL, RND MOTHER AND CHILD- SEL",EA,4.8,3.36,,,,
C16200.0001,"ACCESSORIES, ELECTRICAL KIT SEL DOUBLE LANE",EA,163632.0,114542.4,,,,
C16210.0001,"ACCESSORIES, KIT FRAME SEL DOUBLE LANE",EA,1665.0,1165.5,,,,
C16402.0000,"SHAFT, ASSEMBLY RETURN TO QTP REVOLVERS",EA,864.0,604.8,,,,
C16403.0000,"BOLT, SHOULDER 5/16-18 THREAD X 5/16"" SHOULDER DIA. 1/2"" SHOULDER LE",EA,22.2,15.54,,,,
C16409.0000,"BUSHING, SLIP RING TO SHAFT FOR RETURN TO QTP REVOLVERS",EA,161.0,112.7,,,,
C16410.0000,"GEAR DRIVE, MOTOVARIO (MV PT# 4087720) FOR RETURN TO QTP. REVOLVER",EA,2403.0,1682.1,,,,
C16412.0000,"BOLT, M8X20MM",EA,3.3,2.31,,,,
C16414.0000,"HARNESS, MOTOR/BRAKE TO E6319 MOTOR EXTENSION RETURN TO QTP REVO EA",,185.0,129.5,,,,
C16415.0000,"ACCESSORIES, ELECTRICAL RETURN TO QUARTERPOINT",EA,5763.0,4034.1,,,,
C16420.0000,"ASSEMBLY, CONTROLS ENCLOSURE FOR RETURN TO QTP REVOLVERS",EA,4725.0,3307.5,,,,
C16421.000A,"HEADER, NON-LOADED CONTROLS ENCLOSURE RETURN TO QTP REVOLVERS",EA,243.0,170.1,,,,
C17039.LHA,"ASSYS7 HEADER LH 39"" CLR",EA,263.0,184.1,,,,
C17039.LHB,"ASSYS7 HEADER LH 39"" BRZ",EA,263.0,184.1,,,,
C17039.RHA,"ASSYS7 HEADER RH 39"" CLR",EA,263.0,184.1,,,,
C17039.RHB,"ASSYS7 HEADER RH 39"" BRZ",EA,263.0,184.1,,,,
C17051.LHA,"ASSYS7 HEADER LH 51"" CLR",EA,333.0,233.1,,,,
C17051.LHB,"ASSYS7 HEADER LH 51"" BRZ",EA,333.0,233.1,,,,
C17051.RHA,"ASSYS7 HEADER RH 51"" CLR",EA,333.0,233.1,,,,
C17051.RHB,"ASSYS7 HEADER RH 51"" BRZ",EA,333.0,233.1,,,,
C17075.LHRHA,"ASSYS7 HEADER LH-RH 75"" CLR",EA,326.0,228.2,,,,
C17139.1LHA,"ASSY;S7 D HDR/OPR LH 39"" CLR W/C5190",EA,2552.0,1786.4,,,,
C17139.1LHB,ASSY S7 HDR/OPR.39 INCH LEFT HAND BRONZE.C5190.SWING,EA,2552.0,1786.4,,,,
C17139.1LHRA,"ASSY;S7 D HDR/OPR LHR 39"" CLR W/C5190",EA,2552.0,1786.4,,,,
C17139.1LHRB,ASSY S7 HDR/OPR.39 INCH LEFT HAND REVERSBRONZE.C5190.SWING,EA,2552.0,1786.4,,,,
C17139.1RHA,"ASSY;S7 D HDR/OPR RH 39"" CLR W/C5190",EA,2552.0,1786.4,,,,
C17139.1RHB,ASSY S7 HDR/OPR.39 INCH RIGHT HAND BRONZE.C5190.SWING,EA,2552.0,1786.4,,,,
C17139.1RHRA,"ASSY;S7 D HDR/OPR RHR 39"" CLR W/C5190",EA,2552.0,1786.4,,,,
C17139.1RHRB,"ASSY;S7 D HDR/OPR RHR 39"" BNZ W/C5190",EA,2552.0,1786.4,,,,
C17139.LHA,"ASSYS7 D HDR/OPR LH 39"" CLR",EA,2552.0,1786.4,,,,
C17139.LHB,"ASSYS7 D HDR/OPR LH 39"" BRZ",EA,2552.0,1786.4,,,,
C17139.LHRA,"ASSYS7 D HDR/OPR LHR 39"" CLR",EA,2552.0,1786.4,,,,
C17139.LHRB,"ASSYS7 D HDR/OPR LHR 39"" BRZ",EA,2552.0,1786.4,,,,
C17139.RHA,"ASSYS7 D HDR/OPR RH 39"" CLR",EA,2552.0,1786.4,,,,
C17139.RHB,"ASSYS7 D HDR/OPR RH 39"" BRZ",EA,2552.0,1786.4,,,,
C17139.RHRA,"ASSYS7 D HDR/OPR RHR 39"" CLR",EA,2552.0,1786.4,,,,
