Part Number,Description,UOM,List Price,Net Price,Category,Manufacturer Part,Notes,Used On,Suggested Resale,Link
20060017,Spring - Extension (for top track),EA,1.5,0.8,"Used on BO-2, BO-4",,,"BO-2, BO-4",1.2,
85073800,"Top Track Kit BO-2,4",EA,100.0,50.0,"Used on BO-2, BO-4",,,"BO-2, BO-4",76.0,
00651271,Upper Hinge Bearing (Door Guide),EA,20.0,10.0,Used on BO-4,,,BO-4,15.0,
20010005,Bearing - Flanged Bronze (top & bottom hinge),EA,3.0,1.5,Used on BO-4,,,BO-4,2.25,
65068101,Center Stop - Door (Bronze) BO-4,EA,30.4,15.2,Used on BO-4,,,BO-4,24.3,
65068102,Center Stop - Door (Clear) BO-4,EA,30.4,15.2,Used on BO-4,,,BO-4,24.3,
85067401,Door L/H Assy BO-4 Brz,EA,540.0,270.0,Used on BO-4,,,BO-4,410.0,
85067403,Door L/H Assy BO-4 Clr,EA,540.0,270.0,Used on BO-4,,,BO-4,410.0,
85067402,Door R/H Assy BO-4 Brz,EA,540.0,270.0,Used on BO-4,,,BO-4,410.0,
85067404,Door R/H Assy BO-4 Clr,EA,540.0,270.0,Used on BO-4,,,BO-4,410.0,
85067500,Hinge Assy BO-4,EA,174.0,87.0,Used on BO-4,,,BO-4,132.0,
85058501,Hinge Cover Bronze (BO-4),EA,54.0,27.0,Used on BO-4,,,BO-4,41.0,
85098500,Linkage Pan Assy BO-4,EA,356.0,178.0,Used on BO-4,,,BO-4,270.0,https://www.partstown.com/ready_access/rdy85098500;sid=ZZmMDOZ2FY6PDL0wbtq5Ak62BtrdIRKqJZ0=
95069000,Locking Plate BO-4 (Set Screw 10040004),EA,30.5,15.3,Used on BO-4,,,BO-4,24.4,
65108101,Upper Hinge Mounting Block - Bronze,EA,22.9,11.5,Used on BO-4,,,BO-4,18.3,
65108102,Upper Hinge Mounting Block - Clear,EA,21.5,10.8,Used on CLVW,,,CLVW,17.2,
85002520,Manual Release Handle Kit CV L/R,EA,85.0,42.0,Used on CLVW,,,CLVW,64.0,
85002510,Manual Release Handle Kit CV R/L,EA,85.0,42.0,Used on CLVW,,,CLVW,64.0,
85066000,Frame O/S Door W/Ret Rm (Frame around Doors),EA,348.0,174.0,Used on FM-1,,,FM-1,264.0,
85159502,Lock Bar FM-10 Clear,EA,202.0,101.0,Used on FM-10,,,FM-10,153.0,
85091400,"Belt FM-3,4 ( 49"" Full Length)",EA,262.0,131.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",199.0,http://www.partstown.com/ready_access/rdy85091400;sid=SXw0wIVAJ2E0wNwlChwAzi2AjEhuWXGcCXg=
85089401,"Door Left Bronze FM-3,4",EA,300.0,150.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",228.0,
85089403,"Door Left Clear FM-3,4",EA,300.0,150.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",228.0,
85089405,"Door Left Painted FM-3,4",EA,623.0,312.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",473.0,
85089402,"Door Right Bronze FM-3,4",EA,300.0,150.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",228.0,
85089404,"Door Right Clear FM-3,4",EA,300.0,150.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",228.0,
85089406,"Door Right Painted FM-3,4",EA,623.0,312.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",473.0,
85089501,Lock Bar Bottom Bronze FM-3,EA,72.0,35.0,Used on FM-3,,,FM-3,54.0,
85089502,Lock Bar Bottom Clear FM-3,EA,72.0,35.0,Used on FM-3,,,FM-3,54.0,
85089503,Lock Bar Bottom Painted FM-3,EA,340.0,170.0,Used on FM-3,,,FM-3,258.0,
84091500,Retro Kit - Q-OS MCD Semi Auto,EA,173.0,86.0,"Used on FM-3, FM-4",,,"FM-3, FM-4",131.0,
85900002,Center Stop Clear FM-3T,EA,50.0,25.0,Used on FN-3T,,,FN-3T,37.5,
85067521,Door Left Bronze FM-3T (Tall Doors),EA,480.0,240.0,Used on FM-3T,,,FM-3T,360.0,
85067522,Door Left Clear FM-3T (Tall Doors),EA,480.0,240.0,Used on FM-3T,,,FM-3T,360.0,
85067511,Door Right Bronze FM-3T (Tall Doors),EA,480.0,240.0,Used on FM-3T,,,FM-3T,360.0,
85067512,Door Right Clear FM-3T (Tall Doors),EA,480.0,240.0,Used on FM-3T,,,FM-3T,360.0,
85070029,Hinge Cover Clear FM-3T (2 each side),EA,30.0,10.0,Used on FM-3T,,,FM-3T,15.0,
85030001,Blower Assy,EA,,,Used on RAC-22,,,RAC-22,795.0,
85091700,Auger Plastic,EA,43.0,21.0,Used on Straw,,,Straw,32.0,
85011700,Base Disp W / Speedserts,EA,100.0,50.0,Used on Straw,,,Straw,75.0,
00650116,Cylinder (Clear Plastic),EA,40.0,20.0,Used on Straw,,,Straw,30.0,
85091800,Dome W/Door Assy --NO MORE IN STOCK,EA,91.0,45.0,Used on Straw,,Discontinued / no stock,Straw,69.0,
10130045,Nut - Locking Hex - 1/4 x 20,EA,0.1,0.05,Used on Straw,,,Straw,0.1,
50020017,Nyliner 3/8 ID Snap-In Type 7,EA,3.4,1.7,Used on Straw,,,Straw,2.55,
20200044,"Plug - Button 5/8"" dia hole",EA,1.9,1.0,Used on Straw,,,Straw,1.6,
20200045,"Plug - Button 7/32"" dia hole",EA,1.6,0.8,Used on Straw,,,Straw,1.2,
00650122,Shaft,EA,20.7,10.4,Used on Straw,,,Straw,16.5,
00650187,Spacer Tube,EA,12.0,6.0,Used on Straw,,,Straw,8.0,
10050003,Thumb Screw - #10-32 Thumb Screw,EA,0.5,0.25,Used on Straw,,,Straw,0.35,
10280004,Truarc Ring,EA,0.1,0.1,Used on Straw,,,Straw,0.1,
10230023,"Washer - Flat 1/4"" ID",EA,0.1,0.05,Used on Straw,,,Straw,0.1,
10230020,"Washer - Flat 3/8"" ID",EA,0.1,0.05,,,,,0.1,
00650119,Wheel Dispenser,EA,14.1,7.1,,,,,11.3,
85079102.,Center Stop Clear BO-2,EA,27.0,13.0,,,,,20.0,
